id,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
2090,0.71,58.4,63.0,5.85,5.8,3.4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2091,0.3,63.2,56.0,4.24,4.27,2.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2092,0.71,62.1,56.0,5.76,5.71,3.56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2093,1.5,64.3,57.0,7.18,7.15,4.61,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2094,0.33,62.1,53.9,4.43,4.45,2.76,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2095,1.51,62.0,58.0,7.27,7.31,4.52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2096,1.04,62.8,59.0,6.46,6.41,4.04,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2097,1.58,62.2,57.0,7.45,7.51,4.65,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2098,0.24,62.4,56.0,3.99,4.03,2.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2099,0.52,63.0,58.0,5.12,5.1,3.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2100,0.9,63.6,58.0,6.1,6.13,3.89,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2101,0.31,60.5,60.0,4.4,4.33,2.64,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2102,0.71,62.8,57.0,5.65,5.72,3.57,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2103,0.4,60.3,58.0,4.8,4.82,2.9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2104,1.76,62.2,56.0,7.73,7.7,4.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2105,0.55,61.3,56.0,5.28,5.32,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2106,1.71,62.1,55.0,7.74,7.59,4.76,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2107,0.72,62.2,57.0,5.67,5.72,3.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2108,0.32,61.4,54.0,4.4,4.43,2.71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2109,1.02,62.6,54.3,6.41,6.45,4.02,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2110,0.51,62.0,57.0,5.13,5.1,3.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2111,0.9,59.8,56.0,6.27,6.24,3.74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2112,1.08,62.7,57.0,6.48,6.51,4.07,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2113,0.77,62.0,56.0,5.89,5.86,3.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2114,1.01,62.8,58.0,6.38,6.36,4.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2115,1.52,61.9,57.0,7.33,7.37,4.55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2116,1.11,62.8,55.0,6.62,6.6,4.15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2117,0.26,61.4,58.0,4.12,4.15,2.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2118,0.29,61.5,57.0,4.24,4.27,2.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2119,0.34,62.6,58.0,4.43,4.45,2.78,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2120,1.01,62.7,57.0,6.3,6.34,3.96,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2121,1.51,58.0,67.0,7.63,7.57,4.41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2122,0.33,60.2,62.0,4.47,4.44,2.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2123,0.36,59.7,56.0,4.64,4.67,2.78,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2124,0.81,62.0,56.0,6.0,6.03,3.73,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2125,0.38,59.2,60.0,4.73,4.7,2.79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2126,0.71,62.4,55.0,5.71,5.74,3.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2127,0.52,61.3,56.0,5.14,5.2,3.17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2128,0.32,62.2,57.0,4.38,4.36,2.72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2129,1.53,61.2,57.0,7.4,7.44,4.53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2130,1.02,60.9,56.0,6.44,6.5,3.94,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2131,1.57,67.3,66.0,7.85,5.75,3.87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2132,0.45,61.5,55.0,4.92,4.97,3.04,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2133,0.31,60.4,59.0,4.34,4.37,2.63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2134,0.56,60.8,57.0,5.29,5.33,3.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2135,0.33,62.1,56.0,4.48,4.44,2.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2136,0.41,62.3,56.0,4.73,4.77,2.96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2137,1.26,64.5,59.0,6.75,6.71,4.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2138,0.96,59.9,58.0,6.4,6.46,3.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2139,0.32,61.9,54.2,4.38,4.42,2.72,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2140,1.53,62.9,59.0,7.34,7.31,4.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2141,0.94,62.4,58.0,6.22,6.27,3.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2142,1.27,60.6,59.0,7.04,6.96,4.24,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2143,0.34,61.8,58.0,4.5,4.47,2.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2144,1.71,64.0,59.0,7.53,7.44,4.79,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2145,1.36,61.5,56.0,7.12,7.16,4.39,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2146,1.2,62.6,58.0,6.77,6.72,4.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2147,0.73,63.1,55.0,5.77,5.71,3.62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2148,1.12,62.1,58.0,6.6,6.64,4.11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2149,0.5,63.5,57.0,5.04,5.1,3.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2150,0.31,61.1,58.0,4.35,4.32,2.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2151,0.3,62.6,58.0,4.25,4.28,2.67,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2152,0.66,59.6,60.2,5.66,5.71,3.38,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2153,0.33,60.6,56.0,4.47,4.51,2.72,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2154,0.41,62.5,57.0,4.76,4.71,2.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2155,0.33,61.9,57.0,4.44,4.47,2.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2156,1.68,62.1,55.0,7.64,7.59,4.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2157,1.0,57.6,57.0,6.56,6.52,3.77,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2158,0.37,62.0,56.0,4.62,4.64,2.87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2159,2.01,62.6,56.0,8.1,8.0,5.04,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2160,1.7,61.7,57.4,7.62,7.67,4.71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2161,1.34,61.6,59.0,7.04,7.09,4.35,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2162,0.31,62.2,56.0,4.31,4.34,2.69,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2163,0.4,60.5,57.0,4.77,4.81,2.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2164,0.38,57.1,63.0,4.77,4.86,2.75,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2165,1.01,58.2,61.0,6.48,6.52,3.78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2166,0.41,58.2,59.0,4.92,4.88,2.85,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2167,0.72,63.7,57.0,5.66,5.7,3.62,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2168,1.07,58.6,63.0,6.7,6.79,3.95,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2169,0.31,62.1,58.0,4.3,4.33,2.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2170,0.33,63.0,58.0,4.42,4.4,2.78,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2171,0.7,60.5,59.0,5.67,5.73,3.45,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2172,0.75,61.9,56.0,5.79,5.87,3.61,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2173,0.92,63.0,57.0,6.17,6.21,3.9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2174,0.51,61.6,56.0,5.12,5.16,3.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2175,0.73,62.2,54.0,5.76,5.78,3.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2176,1.12,62.4,56.0,6.74,6.63,4.17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2177,1.01,61.8,56.0,6.42,6.45,3.98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2178,0.61,59.7,59.0,5.54,5.47,3.29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2179,1.1,60.2,56.0,6.82,6.74,4.08,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2180,0.52,61.2,55.0,5.17,5.22,3.18,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2181,0.28,60.1,62.0,4.25,4.27,2.56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2182,1.51,62.1,58.0,7.29,7.32,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2183,1.02,60.8,58.0,6.5,6.46,3.94,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2184,0.71,61.9,56.0,5.71,5.73,3.54,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2185,0.38,59.7,62.0,4.71,4.74,2.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2186,0.32,61.7,58.0,4.38,4.41,2.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2187,1.5,61.8,59.0,7.29,7.21,4.48,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2188,0.27,61.7,57.0,4.16,4.2,2.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2189,0.97,62.7,59.0,6.28,6.31,3.95,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2190,0.82,59.7,57.0,6.12,6.14,3.66,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2191,0.5,62.6,57.0,5.05,5.08,3.17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2192,0.25,63.4,58.0,3.97,4.01,2.53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2193,0.33,62.8,54.0,4.43,4.46,2.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2194,1.5,60.8,59.0,7.34,7.36,4.47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2195,1.74,60.1,64.0,7.82,7.71,4.67,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2196,0.5,62.2,58.0,5.08,5.12,3.17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2197,0.5,61.4,58.0,5.1,5.07,3.12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2198,0.73,58.7,58.0,5.94,5.91,3.48,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2199,0.32,61.7,58.0,4.38,4.34,2.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2200,0.7,62.0,59.0,5.61,5.65,3.49,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2201,0.92,61.3,57.0,6.22,6.27,3.83,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2202,1.01,60.0,58.0,6.54,6.5,3.91,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2203,1.27,62.5,58.0,6.87,6.92,4.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2204,0.31,62.7,59.0,4.29,4.32,2.7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2205,0.71,61.0,56.0,5.77,5.8,3.53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2206,1.03,61.3,57.0,6.47,6.53,3.98,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2207,0.41,59.8,55.0,4.81,4.93,2.91,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2208,0.4,61.1,56.0,4.74,4.78,2.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2209,1.1,62.0,58.0,6.59,6.64,4.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2210,1.3,62.0,55.0,6.98,7.02,4.34,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2211,0.26,61.6,57.0,4.08,4.1,2.52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2212,2.01,64.1,57.0,7.82,7.78,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2213,0.51,63.3,57.0,5.07,5.1,3.22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2214,1.0,62.5,58.0,6.32,6.36,3.96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2215,0.32,61.4,60.0,4.39,4.41,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2216,1.46,62.5,57.0,7.15,7.19,4.48,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2217,0.45,62.8,58.0,4.84,4.88,3.05,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2218,0.41,62.8,56.0,4.72,4.77,2.98,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2219,0.3,61.7,56.0,4.3,4.33,2.66,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2220,0.31,62.8,57.0,4.32,4.34,2.72,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2221,1.25,61.2,58.0,6.94,6.89,4.23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2222,0.3,61.6,58.0,4.3,4.34,2.66,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2223,1.24,62.0,58.0,6.9,6.96,4.3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2224,0.37,60.0,59.0,4.64,4.66,2.79,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2225,0.31,61.3,60.0,4.32,4.36,2.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2226,0.91,63.5,57.0,6.11,6.07,3.87,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2227,1.01,61.9,60.0,6.45,6.41,3.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2228,0.9,63.0,62.0,6.09,6.0,3.81,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2229,1.52,60.2,60.0,7.4,7.46,4.47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2230,0.35,61.5,55.0,4.53,4.57,2.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2231,1.23,63.1,58.0,6.8,6.74,4.27,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2232,0.31,61.6,55.0,4.37,4.39,2.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2233,1.31,60.3,59.0,7.12,7.08,4.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2234,1.5,63.3,56.0,7.18,7.29,4.58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2235,0.35,59.1,59.0,4.59,4.62,2.72,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2236,2.15,61.8,57.0,8.24,8.3,5.11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2237,1.2,60.0,58.0,6.93,6.91,4.15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2238,0.31,62.6,55.0,4.31,4.35,2.71,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2239,0.75,60.4,60.0,5.89,5.93,3.57,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2240,0.43,60.2,60.0,4.89,4.94,2.96,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2241,0.5,61.9,63.0,5.05,5.07,3.13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2242,0.3,63.1,58.0,4.23,4.27,2.68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2243,1.01,65.2,52.0,6.31,6.29,4.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2244,1.11,61.3,60.0,6.68,6.66,4.09,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2245,0.41,63.6,56.0,4.72,4.68,2.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2246,0.31,61.7,55.0,4.38,4.4,2.71,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2247,0.41,60.6,59.0,4.84,4.8,2.92,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2248,0.51,61.3,58.0,5.14,5.17,3.16,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2249,0.23,61.2,57.0,3.96,3.98,2.43,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2250,0.34,62.1,55.0,4.48,4.44,2.77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2251,0.35,61.4,54.0,4.54,4.58,2.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2252,1.62,60.8,59.0,7.62,7.57,4.62,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2253,0.9,63.1,54.0,6.13,6.16,3.88,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2254,1.07,62.4,57.0,6.51,6.59,4.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2255,0.42,61.1,57.0,4.84,4.82,2.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2256,1.55,62.6,56.0,7.35,7.41,4.62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2257,0.41,60.0,57.0,4.81,4.85,2.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2258,0.7,62.1,57.0,5.69,5.71,3.54,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2259,1.09,62.5,59.0,6.58,6.53,4.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2260,0.33,60.6,55.0,4.5,4.48,2.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2261,0.7,62.8,59.0,5.63,5.67,3.55,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2262,1.01,61.9,58.0,6.43,6.49,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2263,0.72,61.5,56.0,5.8,5.77,3.56,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2264,1.22,62.1,58.0,6.89,6.8,4.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2265,1.02,63.3,59.0,6.42,6.32,4.03,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2266,0.53,64.3,55.0,5.17,5.13,3.31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2267,0.3,62.2,60.0,4.27,4.22,2.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2268,1.5,57.9,62.0,7.55,7.48,4.35,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2269,0.72,61.3,56.0,5.79,5.76,3.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2270,0.3,62.1,54.0,4.35,4.32,2.69,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2271,1.02,62.9,56.0,6.36,6.43,4.02,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2272,0.4,62.3,54.0,4.75,4.76,2.96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2273,0.62,62.0,58.0,5.44,5.49,3.39,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2274,0.52,61.6,56.0,5.18,5.15,3.18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2275,0.51,62.0,58.0,5.08,5.11,3.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2276,0.7,64.2,58.0,5.56,5.6,3.58,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2277,0.33,61.4,58.0,4.45,4.48,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2278,0.82,59.9,62.0,6.02,6.04,3.61,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2279,0.35,62.5,55.0,4.55,4.51,2.83,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2280,1.2,62.3,57.0,6.79,6.74,4.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2281,0.34,61.6,59.0,4.49,4.54,2.78,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2282,0.9,60.6,61.0,6.21,6.16,3.75,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2283,0.3,61.8,56.0,4.32,4.29,2.66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2284,0.34,60.5,59.0,4.54,4.48,2.73,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2285,0.52,62.7,56.0,5.16,5.14,3.23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2286,1.82,62.3,60.0,7.71,7.76,4.82,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2287,0.9,61.6,60.0,6.19,6.14,3.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2288,1.2,61.5,61.0,6.84,6.78,4.19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2289,0.73,61.9,55.2,5.74,5.79,3.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2290,1.01,61.4,56.0,6.44,6.47,3.97,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2291,1.5,65.5,60.0,7.07,7.03,4.62,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2292,0.36,63.0,55.0,4.54,4.51,2.85,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2293,0.9,62.5,56.0,6.15,6.2,3.86,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2294,0.4,61.4,64.0,4.7,4.65,2.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2295,0.97,61.6,56.0,6.31,6.39,3.91,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2296,0.8,61.0,60.0,5.95,5.98,3.64,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2297,0.33,61.8,54.0,4.47,4.49,2.77,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2298,2.01,58.8,60.0,8.27,8.19,4.84,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2299,1.2,62.9,57.0,6.78,6.71,4.24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2300,1.5,63.8,59.0,7.17,7.25,4.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2301,0.32,61.9,55.0,4.45,4.41,2.74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2302,0.35,60.6,56.0,4.54,4.57,2.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2303,0.5,60.3,62.0,5.1,5.11,3.08,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2304,1.33,63.7,56.0,6.96,6.92,4.42,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2305,0.72,61.8,56.0,5.75,5.81,3.57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2306,0.4,62.6,54.0,4.73,4.78,2.98,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2307,1.01,62.0,58.0,6.41,6.37,3.96,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2308,0.41,61.8,58.0,4.75,4.77,2.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2309,1.2,61.7,63.0,6.72,6.7,4.13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2310,0.72,61.0,55.0,5.78,5.85,3.55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2311,0.41,62.6,55.0,4.73,4.76,2.97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2312,0.3,61.0,58.0,4.3,4.33,2.63,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2313,0.34,62.6,60.0,4.46,4.42,2.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2314,1.53,62.2,58.0,7.34,7.3,4.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2315,0.4,61.3,56.0,4.75,4.78,2.92,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2316,0.35,62.4,57.0,4.51,4.56,2.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
